# GENERATED by build/derive-ipa.py --enc 101 --syllables 0 (CMUdict, General American).
# grapheme = euspelling; ipa = headword pronunciation; gloss = headword.
grapheme,ipa,gloss
superconservativ,ˌsuːpɚkənsˈvæɹɪtɪk,superconservative
supereffectiv,ˌsuːpɚˈfɛktəfɪt,supereffective
superexpensiv,ˌsuːpɚˈsɛpkənsɪv,superexpensive
superhevy,ˌsuːpɚˈiːviːə,superheavy
superhevyweiht,ˌsuːpɚˈhiːvɹɪtʃ,superheavyweight
superhevyweihts,ˌsuːpɚˈhiːvɚɪst,superheavyweights
superlativly,ˌsuːpɚˈlætɪvliː,superlatively
superlativness,ˈsuːpɚˌleɪpɪnts,superlativeness
superliht,ˈsuːpɚˌlaɪt,superlight
superlihts,ˈsuːpɚˌlaɪts,superlights
supermaqho,ˌsuːpɚˈmækoʊ,supermacho
supermassiv,ˈsuːpɚˌmæsɪv,supermassive
supermynd,ˈsuːpɚˌmaɪnd,supermind
supermynds,ˈsuːpɚˌmaɪndz,superminds
superordinat,ˌsuːpɚəˈdɹeɪnət,superordinate
superpeeple,ˌsuːpɚˈpiːpəl,superpeople
superpuwerful,ˌsuːpɚˈpaʊɚfəl,superpowerful
superqharger,ˈsuːpɚˌkeɪɹdʒɚ,supercharger
superqhargers,ˈsuːpɚˌkeɪɹdʒɚz,superchargers
superqharging,ˈsuːpɚˌkeɪˌɡɹæf,supercharging
superqhurqh,ˈsuːpɚˌtʃɝkt,superchurch
superqhurqhes,ˈsuːpɚˌkwɛkɚz,superchurches
superregenerativ,ˌsuːpɚɪˈɡɹɛnətɪdɚ,superregenerative
superriqh,ˈsuːpɚɪk,superrich
supersensitiv,ˌsuːpɚsɪnˈsɛtɪvɪn,supersensitive
supersensitivly,ˌsuːpɚsənˈsɪvətɪsliː,supersensitively
supersurjen,ˌsuːpɚˈsɛɡɹənəs,supersurgeon
supersurjens,ˌsuːpɚˈsɛɡɹənz,supersurgeons
supersuttle,ˈsuːpɚˌsʌbəlt,supersubtle
supersuttleties,ˌsuːpɚˈspɛkʃəbliːts,supersubtleties
supersuttlety,ˌsuːpɚskətsbəˈlɪtiː,supersubtlety
supertiht,ˈsuːpɚˌaɪt,supertight
supertihtness,ˈsuːpɚˌtaɪnts,supertightness
superweppon,ˌsuːpɚˈwiːpən,superweapon
superweppons,ˌsuːpɚˈwiːpəns,superweapons
suppletiv,səˈplɛtɪv,suppletive
supportivness,səˈpɔɹtɪvnəs,supportiveness
suppressiv,spɚˈsiːvɪs,suppressive
suppressivness,səˈpɹɛsɪpənsɪz,suppressiveness
suppurativ,səˈpɝtətɪv,suppurative
suqhlike,ˈsʌˌklaɪk,suchlike
suqhlikes,ˈsʌˌklaɪks,suchlikes
suqhness,ˈsʌknəs,suchness
suqhong,ˈsaʊˌtʃɔŋ,souchong
suqhongs,ˈsaʊˌtʃɑndʒɪz,souchongs
suqhwise,ˈsʌtʃˌwaɪz,suchwise
surfeted,ˈsɝfətɪd,surfeited
surfeter,ˈsɝfətɚ,surfeiter
surfeters,ˈsɝfətɚz,surfeiters
surfeting,ˈsɝfətɪŋ,surfeiting
surfperqh,ˈsɝfpɚtʃ,surfperch
surfperqhes,sɚˈfɝpɪks,surfperches
surjectiv,ˈsɝdʒəktɪv,surjective
surjenfish,ˈsɝdʒfənɪʃ,surgeonfish
surjenfishes,ˈsɝdʒfənɪsɪz,surgeonfishes
surqharged,ˈsɝtʃɚd,surcharged
surqharging,ˈsɝtʃəɡɹɪŋ,surcharging
susceptiv,səˈspɛstɪv,susceptive
susceptivness,səˈspɛktəvənst,susceptiveness
suspensiv,səˈspɛnsɪv,suspensive
suspensivly,səˈspɛnsɪvliː,suspensively
sustentativ,səˈstɛntɪtɪv,sustentative
sutan,saʊˈteɪn,soutane
sutans,suːˈteɪnz,soutanes
suters,ˈsaʊtɚz,souters
sutherlies,ˈsʌðɚliːz,southerlies
suthernness,ˈsʌðɚnəs,southernness
sutherns,ˈsʌðɚnz,southerns
suthernwood,ˈsʌðɚnˌhʊd,southernwood
suthernwoods,ˈsʌðɚnˌhʊdz,southernwoods
suttleness,ˈsʌtəlnəs,subtleness
suttlest,ˈsʌbtələst,subtlest
suwbellies,ˈsoʊbəˌliːz,sowbellies
suwbelly,ˈsoʊbəliː,sowbelly
suwbredd,ˈsoʊbɹiːd,sowbread
suwbredds,ˈsoʊˌbɹiːdz,sowbreads
suzeran,ˌsuːzɚˈeɪn,suzerain
suzerans,ˈsuːzɚˌeɪnz,suzerains
suzeranties,ˌsuːzɚˈeɪʃənts,suzerainties
suzeranty,ˌsuːzɚˈeɪʃənt,suzerainty
sveltly,sˈvɛltəliː,sveltely
sveltness,sˈvɛltnəs,svelteness
swaerer,ˈswɛɹɚ,swearer
swaerers,ˈswɛɹɚz,swearers
swaerword,ˈswɛɹwɚd,swearword
swaerwords,ˈswɝwɚdz,swearwords
swansduwn,ˈswɑnzˌdaʊn,swansdown
swansduwns,ˈswɑnzˌdaʊnz,swansdowns
sweetbredd,ˈswiːtˌbɹɛd,sweetbread
sweetbredds,ˈswiːtˌbɹɛdz,sweetbreads
swellhedd,ˈswɛlˌhɛd,swellhead
swellhedded,ˈswɛlˌhɛdɪd,swellheaded
swellheddedness,ˈswɛlhəˌdiːndz,swellheadedness
swellhedds,ˈswɛlˌhɛdz,swellheads
swettband,ˈswɛtˌstæn,sweatband
swettbands,ˈswɛtˌstændz,sweatbands
swettbox,ˈswɛtbˌkɔks,sweatbox
swettboxes,ˈswɛtbˌkʌsɪz,sweatboxes
swetterdress,ˈswiːtɚdɹəs,sweaterdress
swetterdresses,ˈswɛtɚdɹəsəs,sweaterdresses
swettier,ˈswɛtiːɚ,sweatier
swettiest,ˈswiːtiːəst,sweatiest
swettily,ˈswɛtəliː,sweatily
swettiness,ˈswiːtiːnəs,sweatiness
swettsuhts,ˈswɛtˌsuːts,sweatsuits
swimwaers,ˈswɪmˌwɛɹz,swimwears
syncopativ,ˈsɪŋkəˌpeɪtɪp,syncopative
sythed,ˈsaɪθtəd,scythed
sytheman,ˈsɪθɪmən,scytheman
sythemen,ˈsɪθəmən,scythemen
sythestone,ˈsaɪktəsˌfeɪn,scythestone
sythestones,ˈsaɪktəsˌfeɪnz,scythestones
sythewhet,sɪθˈvɛt,scythewhet
sything,ˈsaɪtɪŋ,scything
taerable,ˈtɛɹəbəl,tearable
taeraway,ˈtɛɹəweɪ,tearaway
taeraways,ˈtɛɹəˌweɪz,tearaways
taerduwn,ˈtɛɹˌdaʊn,teardown
taerduwns,ˈtɛɹˌdaʊnz,teardowns
taerer,ˈtiːɹɚ,tearer
taerers,ˈtɛɹɚz,tearers
tahkathon,ˈtælkəθɑn,talkathon
tahkathons,ˈtækəθənts,talkathons
tahkativly,ˈtɔkətˌleɪˌvɪk,talkatively
tahkativness,ˈtɔkləˌtiːvɪnz,talkativeness
tahkfest,ˈtækfəst,talkfest
tahkfests,ˈtɔkfəsts,talkfests
tahkier,ˈtɔkiːɚ,talkier
tahkiest,ˈtɔˌkɪʃən,talkiest
tahkiness,ˈtɔkliːnəs,talkiness
tahkings,ˈtɔkɪŋz,talkings
tailliht,ˈteɪˌlaɪt,taillight
taillihts,ˈtaɪˌlaɪts,taillights
takeduwn,ˈteɪkˌdaʊn,takedown
takeduwns,ˈteɪkˌdaʊnz,takedowns
talebaerer,ˈtæliːˌbɛɹ,talebearer
talebaerers,ˌtæliːˈbɛɹɚz,talebearers
talebaering,ˈteɪlˌbiːɚ,talebearing
talebaerings,ˈteɪlˌbiːɚz,talebearings
tamable,ˈteɪməbəl,tameable
tambor,ˈtæmbɚ,tambour
tamborer,ˈtæmbɚɚ,tambourer
tamborers,ˈtæmbɚɚz,tambourers
tamborines,ˈtæmbʊˌɹiːnz,tambourines
tamboring,ˈtæmˌbɔɹɪŋ,tambouring
tardiv,ˈtɑɹˌdaɪv,tardive
teaqhableness,ˈtiːtʃələnsəz,teachableness
teaqhably,ˈtiːtʃəbliː,teachably
teaqherly,ˈtiːtʃɚliː,teacherly
telecorse,ˈtɛləˌkɔɹs,telecourse
telecorses,ˈtɛləˌkɔɹsɚz,telecourses
temperatly,ˈtɛmpɚətliː,temperately
temperatness,ˈtɛmpɚətənts,temperateness
templats,ˈtɛmˌpleɪts,templates
tenderharted,ˈtɛndɚˌhiːtɚd,tenderhearted
tenderhartedly,ˈtɛndɚˌhɛtɹɪthɚd,tenderheartedly
tenderhartedness,ˈtɛndɚˌhiːˌtɹɛdɚz,tenderheartedness
tenia,təˈiːniːə,taenia
teniae,ˌteɪˈniːjə,taeniae
tenias,təˈniːəz,taenias
teniases,ˌteɪˈniːsiːz,taeniases
teniasis,ˌteɪˈniːsiːəs,taeniasis
tenidia,təˈniːdiːə,taenidia
tenidium,təˈniːdiːəm,taenidium
teniidae,ˌteɪniːˈiːdiːə,taeniidae
tenioglossa,ˌteɪniːˈɡoʊlsəs,taenioglossa
tenioglossate,ˌteɪniːdʒəˈslaɪəst,taenioglossate
tenioid,ˌteɪʒiːneɪd,taenioid
tenioidea,ˌteɪʒəˈniːə,taenioidea
teniola,ˌteɪniːˈoʊlə,taeniola
teniolae,ˌteɪniːˈɑljə,taeniolae
teniosomi,ˌtɛniːəˈsiːmiːoʊ,taeniosomi
tenqhes,ˈtɛntʃɪz,tenches
tensiv,ˈtɛnsɪv,tensive
tentativness,ˈtɛntətɪvənsɪz,tentativeness
tentativs,ˈtɛntətɪvz,tentatives
teqilas,ˈtɛkwələs,tequilas
terminativ,ˈtɝmənətɪv,terminative
terminativly,ˈtɝmənətɪvliː,terminatively
ternat,ˈtɝnət,ternate
ternatly,ˈtɝnətliː,ternately
testat,ˈtɛˌsteɪt,testate
testats,ˈtɛˌsteɪts,testates
tetraplicat,ˌtɛtɹəˈplæktəp,tetraplicate
tetraplicats,ˌtɛtɹəˈpælətəs,tetraplicates
thecat,ˈtʃɛˌkeɪt,thecate
thereintu,ˌðɛˈɹiːtnoʊ,thereinto
theretu,ˈθɛɹtoʊ,thereto
theretufore,ˌðɛɹtəˈfɔɹ,theretofore
thereuntu,θɚˈɛntoʊ,thereunto
thermocupple,ˈθɝməkəlp,thermocouple
thermocupples,ˈθɝməkələs,thermocouples
thickhedded,ˈθɪkˌhɛdɪd,thickheaded
thickheddedly,ˈθɪkˌhɛdɪdliː,thickheadedly
thickheddedness,ˈθɪkˌhɛdənzɪz,thickheadedness
thickhedds,ˈθɪkˌhɛdz,thickheads
thiev,θiːv,thieve
thihbone,ˈθaɪˌboʊn,thighbone
thihbones,ˈθaɪˌboʊnz,thighbones
thinduwn,ˈθɪnˌdaʊn,thindown
thinduwns,ˈθɪnˌdaʊnz,thindowns
thithertu,θɪˈtɛɹtoʊ,thitherto
thohtlessly,ˈθɔtləsliː,thoughtlessly
thohtlessness,ˈtʌftləsnəs,thoughtlessness
thohtway,ˈθɔˌtweɪ,thoughtway
thohtways,ˈθɔˌtweɪz,thoughtways
thorohbasse,ˈθɝoʊˌbæsɪz,thoroughbass
thorohbasses,ˈθɝəbˌseɪzɪz,thoroughbasses
thorohbrace,ˈθɝəbɹəs,thoroughbrace
thorohbraces,ˈθɝəˌbɹeɪsɪz,thoroughbraces
thoroher,ˈθɝoʊɡɚ,thorougher
thorohest,ˈθɝoʊˌsɛts,thoroughest
thorohgoing,ˈθɝoʊɡˌhaʊɪŋ,thoroughgoing
thorohpin,ˈθɝoʊpˌfɪn,thoroughpin
thorohpins,ˈθɝoʊpˌfɪnz,thoroughpins
thorohwort,ˈθɝoʊɡɹaʊt,thoroughwort
thorohworts,ˈθɝoʊˌɡɹaʊts,thoroughworts
threddbareness,ˈθɹɛˌdɹiːbənz,threadbareness
thredder,ˈθɹɛdɚ,threader
thredders,ˈθɹɛdɚz,threaders
threddfins,ˈθɹɛdfənz,threadfins
threddier,ˈθɹɛdiːɚ,threadier
threddiest,ˈθɹɛdiːəst,threadiest
threddiness,ˈθɹɛdənəs,threadiness
threddless,ˈθɹɛdləs,threadless
threddlike,ˈθɹɛdˌlaɪk,threadlike
threddworm,ˈθɹɛdɚm,threadworm
threddworms,ˈθɹɛdɚmz,threadworms
threddy,ˈθɹɛdiː,thready
threesoms,ˈθɹiːsəmz,threesomes
thretted,ˈθɹeɪtəd,threated
threttener,ˈθɹɛtənɚ,threatener
thretteners,ˈθɹɛtənɚz,threateners
thretting,ˈθɹiːtɪŋ,threating
thruhither,ˈθɹuːhaɪðɚ,throughither
thruhly,ˈθɹuːliː,throughly
thruhother,ˈθɹuːhoʊɡɚ,throughother
thruhput,ˈθɹuːpət,thruput
thruhputs,ˈθɹuːˌpɔvz,throughputs
thruhways,ˈθɹuːˌweɪz,thruways
thummhole,ˈθʌmˌboʊl,thumbhole
thummholes,ˈθʌmˌboʊlz,thumbholes
thummkin,ˈθʌmbkɪn,thumbkin
thummkins,ˈθʌmbkɪnz,thumbkins
thummnails,ˈθʌmnəlz,thumbnails
thummnut,ˈθʌmbənt,thumbnut
thummnuts,ˈθʌmbənts,thumbnuts
thummprint,ˈθʌmˌbɹɪpt,thumbprint
thummprints,ˈθʌmbɹənts,thumbprints
thummscrew,ˈθʌmzˌbɹuː,thumbscrew
thummscrews,ˈθʌmzˌbɹuːz,thumbscrews
thummtack,ˈθʌmbˌtæk,thumbtack
thummtacking,ˈθʌmbˌtækɪŋ,thumbtacking
thummwheel,ˈθʌmbˌwɛl,thumbwheel
thummwheels,ˈθʌmbˌwɛləs,thumbwheels
thunderhedd,ˈθʌndɚˌhɛd,thunderhead
thunderhedds,ˈθʌndɚˌhɛdz,thunderheads
tiebraeker,ˈtiːbɹiːkɚ,tiebreaker
tiebraekers,ˈtiːbɹiːkɚz,tiebreakers
tigeriye,ˈtɪɡɚiː,tigereye
tigeriyes,ˈtaɪɡɚˌaɪz,tigereyes
tihtener,ˈtaɪtənɚ,tightener
tihteners,ˈtaɪtənɚz,tighteners
tihtfistedness,ˈtaɪtˌfɪstədənz,tightfistedness
tihtfitting,ˈtaɪtˌfɪtɪŋ,tightfitting
tihting,ˈtaɪtɪŋ,tighting
tihtknit,ˈtɪtkɪnt,tightknit
tihtropes,ˈtaɪˌtɹoʊps,tightropes
tihtwads,ˈtaɪˌtwɑts,tightwads
tihtwire,ˈtaɪˌtwaɪɹ,tightwire
tihtwires,ˈtaɪˌtwaɪɚz,tightwires
timberhedd,ˈtɪmbɚˌhɛd,timberhead
timberhedds,ˈtɪmbɚˌhɛdz,timberheads
tinamu,ˈtɪnəˌmuː,tinamou
tinamus,ˈtɪnəməs,tinamous
tipstavvs,ˈtɪptˌseɪs,tipstaves
tiresomly,ˈtaɪɹəˌsmoʊliː,tiresomely
tiresomness,ˈtaɪɹəˌsmoʊnz,tiresomeness
titanesq,ˌtaɪtəˈnɛstɛk,titanesque
titillativ,tɪˈtɪvəˌleɪtɪd,titillative
toeshue,ˈtoʊˌʃoʊ,toeshoe
toeshues,ˈtoʊˌʃoʊz,toeshoes
toghe,toʊɡ,togue
toghes,toʊɡz,togues
toilsom,ˈtɔɪlsəm,toilsome
toilsomly,ˈtɔɪlzəməliː,toilsomely
toilsomness,ˈtɔɪlsəmənsəz,toilsomeness
tolerativ,ˈtɑlɚˌeɪtɪv,tolerative
toolhedd,ˈtuːlˌhɛd,toolhead
toolhedds,ˈtuːlˌhɛdz,toolheads
toolqhain,ˈtuːlˌtʃeɪn,toolchain
toolqhains,ˈtuːlˌtʃeɪnz,toolchains
toomal,ˈtɑmbəl,tombal
toomic,ˈtɑmbɪk,tombic
tooming,ˈtɑmbɪŋ,tombing
toomless,ˈtʌmləs,tombless
toorer,ˈtʊɹɚ,tourer
toorers,ˈtʊɹɚz,tourers
tooristic,tʊˈɹɪstɪk,touristic
tooristically,ˌtʊɹɪˈstɪklətiː,touristically
tooristy,ˈtʊɹəstiː,touristy
toothsom,ˈtuːθsəm,toothsome
toothsomly,ˈtuːθsəˌmɛliː,toothsomely
toothsomness,ˈtuːθsəˌmiːnz,toothsomeness
topfliht,ˈtɑpfəlt,topflight
topmoste,ˈtɑpˌmoʊst,topmost
toqe,toʊk,toque
toqeh,ˈtoʊkət,toquet
toqehs,ˈtoʊkəts,toquets
toqes,toʊks,toques
torqd,tɔɹkt,torqued
torqer,ˈtɔɹkwɚ,torquer
torqers,ˈtɔɹkwɚz,torquers
torqhbaerer,ˈtɔɹbiːkɚ,torchbearer
torqhbaerers,ˈtɔɹˌkiːbɚɚz,torchbearers
torqhier,ˈtɔɹtʃiːɚ,torchier
torqhiers,ˈtɔɹtʃiːɚz,torchiers
torqhiest,ˈtɔɹtʃiːəst,torchiest
torqhliht,ˈtɔɹtʃˌlaɪt,torchlight
torqhlihts,ˈtɔɹˌklaɪts,torchlights
torqhwood,ˈtɔɹtʃˌwʊd,torchwood
torqhwoods,ˈtɔɹtʃˌwʊdz,torchwoods
torqhy,ˈtɔɹtʃiː,torchy
torqing,ˈtɔɹkwɪŋ,torquing
torquat,ˈtɔɹˌkweɪt,torquate
tortosshell,ˌtɔɹtəˈsaɪəl,tortoiseshell
tortosshells,ˌtɔɹtəˈʃuːəlz,tortoiseshells
towhedd,ˈtoʊˌhiːd,towhead
towhedded,ˈtaʊˌhiːdɪd,towheaded
towhedds,ˈtoʊˌhaɪdz,towheads
tracheat,ˈtɹeɪtʃiː,tracheate
tracksuht,ˈtɹæksuːt,tracksuit
tracksuhts,ˈtɹækˌsuːts,tracksuits
trackwahker,ˈtɹæˌkwɔkɚ,trackwalker
trackwahkers,ˈtɹæˌkwɔkɚz,trackwalkers
tractiv,ˈtɹæktɪv,tractive
tradespeeple,ˈtɹeɪzdɪˌpɔl,tradespeople
trailbraeker,ˈtɹeɪlˌbɹeɪkɚ,trailbreaker
trailbraekers,ˈtɹeɪlˌbɹeɪkɚz,trailbreakers
trailhedds,ˈtɹeɪlˌhɛdz,trailheads
trainbaerer,ˈtɹeɪnˌbɹiːɚ,trainbearer
trainbaerers,ˈtɹeɪnbɚiːz,trainbearers
transformativ,tɹænsˈfɔɹtəməts,transformative
transfuzable,tɹænsˈfɔsbələs,transfusable
transfuzible,tɹænsˈfɔzəbəl,transfusible
transfuzing,tɹænsˈfjuːzɪŋ,transfusing
transgressiv,tɹænzˈɡɹɛsɪv,transgressive
transitiv,tɹænˈsɪtɪvɪt,transitive
transitivly,tɹænˈsɪtɪvliː,transitively
transitivness,tɹænˈsɪtɪvnəst,transitiveness
transitivs,tɹænˈsɪtɪvɪts,transitives
translativ,tɹænˈsleɪtɪv,translative
transmissiv,tɹænzˈmɪsɪk,transmissive
transmutativ,tɹænzˈmuːtɪtɪv,transmutative
trapdorr,ˈtɹæpˌdɔɹ,trapdoor
tredded,ˈtɹɛdəd,treaded
tredder,ˈtɹɛdɚ,treader
tredders,ˈtɹɛdɚz,treaders
treddless,ˈtɹɛdəlz,treadless
trenqhancies,ˈtɹɛntʃənsiːz,trenchancies
trenqhancy,ˈtɹɛntʃənsiː,trenchancy
trenqhantly,ˈtɹɛntʃəntliː,trenchantly
trenqhcoat,ˈtɹɛntʃˌkoʊt,trenchcoat
trenqhcoats,ˈtɹɛntʃˌkoʊts,trenchcoats
trenqherman,ˈtɹɛŋkɚmən,trencherman
trenqhermen,ˈtɹɛŋkɚmən,trenchermen
trenqhers,ˈtɹɛntʃɚz,trenchers
trenqhing,ˈtɹɛntʃɪŋ,trenching
treqheries,ˈtɹiːtʃɚiːz,treacheries
treqherously,ˌtɹiːtʃɚˈuːsliː,treacherously
treqherousness,ˈtɹiːkɚzˌwɑnz,treacherousness
treqhersom,ˈtɹiːtʃɚsəm,treachersome
tresurable,ˈtɹɛʒɚəbəl,treasurable
tresurership,ˈtɹɛzɚˌʃuːpɪŋ,treasurership
tresurerships,ˈtɹɛʒɚˌʃɪps,treasurerships
tresuring,ˈtɹɛʒɚɪŋ,treasuring
tribespeeple,ˈtɹaɪzbˌpiːpəl,tribespeople
tribunat,ˈtɹɪbjəˌneɪt,tribunate
tribunats,ˈtɹɪbjəˌneɪts,tribunates
trifoliat,tɹaɪˈfoʊʃəl,trifoliate
triradiat,tɹaɪˈɛɹəˌdaɪt,triradiate
triumvirats,tɹaɪˈʌmvɚətˌsweɪz,triumvirates
trivalv,tɹɪˈvɑlv,trivalve
trivalvs,tɹɪˈvɑlvz,trivalves
troffer,ˈtɹʌfɚ,trougher
troffers,ˈtɹʌfɚz,troughers
troffing,ˈtɹaʊɪŋ,troughing
troffless,ˈtɹʌfəlzɪz,troughless
trofflike,ˈtɹʌˌɡlaɪk,troughlike
troffway,ˈtɹʌfˌweɪ,troughway
troffways,ˈtɹʌfˌweɪz,troughways
trothpliht,ˈtɹɔθˌplaɪt,trothplight
trothplihted,ˈtɹɔθˌpleɪtɪd,trothplighted
trothplihting,ˈtɹɔθˌplaɪtɪŋ,trothplighting
trubblemaking,ˈtɹʌbəlˌmeɪkɪŋ,troublemaking
trubblemakings,ˈtɹʌbəlˌmeɪkɪŋz,troublemakings
trubbler,ˈtɹʌbəlɚ,troubler
trubblers,ˈtɹʌbəlɚz,troublers
trubbleshoot,ˈtɹaʊbəlˌʃuːt,troubleshoot
trubbleshooters,ˈtɹuːbluːˌʃeɪtɚz,troubleshooters
trubbleshooting,ˈtɹaʊbəlˌʃaʊnɪŋ,troubleshooting
trubbleshot,ˈtɹaʊbəlˌʃʌt,troubleshot
trubblesomly,ˈtɹuːbəlˌsiːmɛn,troublesomely
trubblesomness,ˈtɹuːbləˌsiːnsəz,troublesomeness
trueharted,ˈtɹʊtɹˌhɑtɪd,truehearted
truehartedness,ˈtɹʊtɹˌhɑtɪndz,trueheartedness
truelovs,ˈtɹuːˌloʊvz,trueloves
truing,ˈtɹuːɪŋ,trueing
trujjen,ˈtɹʌdʒən,trudgeon
trujjens,ˈtɹʌdʒənz,trudgeons
trunqhoneer,ˈtɹʌntʃəˌnɪɹ,truncheoneer
trunqhoneers,ˈtɹʌntʃəˌnɪɹz,truncheoneers
trunqhoner,ˈtɹʌntʃənɚ,truncheoner
trunqhoners,ˈtɹʌntʃuːnɚz,truncheoners
trunqhoning,ˈtɹʌntʃənɪŋ,truncheoning
truweler,ˈtɹaʊəlɚ,troweler
truwelers,ˈtɹaʊəlɚz,trowelers
truweling,ˈtɹaʊəlɪŋ,troweling
tuberculat,ˈtuːbɚkəˌleɪt,tuberculate
tucan,ˈtuːkən,toucan
tucans,ˈtuːkənz,toucans
tuffies,ˈtʌfiːz,toughies
tuffing,ˈtʌfɪŋ,toughing
tuffish,ˈtʌfɪʃ,toughish
tuffly,ˈtʌfliː,toughly
tuffy,ˈtʌfiː,toughy
tumbleduwn,ˈtʌmbəlˌdaʊn,tumbledown
tungfish,ˈtʌŋɡwɪʃɪp,tonguefish
tungfishes,ˈtʌŋɡəˌfɪʃɪz,tonguefishes
tungfluwer,ˈtʌŋɡəlˌwʌf,tongueflower
tungfluwers,ˈtʌŋɡəlˌwʌfɚz,tongueflowers
tunging,ˈtʌŋɡɪŋ,tonguing
tungings,ˈtʌŋɡɪs,tonguings
tungless,ˈtʌŋɡələs,tongueless
tunglet,ˈtʌŋɡəlt,tonguelet
tunglets,ˈtʌŋɡəlts,tonguelets
tunglike,ˈtʌŋɡəˌlaɪk,tonguelike
tungster,ˈtɑŋɡɪstɚ,tonguester
tungsters,ˈtʌŋɡəstɚz,tonguesters
tungy,ˈtʌɡniː,tonguey
tunicats,ˈtuːnɪˌkeɪts,tunicates
tunihts,ˈtoʊˌnaɪts,tonights
tuqe,tuːk,tuque
tuqes,tuːks,tuques
tuqhback,ˈtʌtʃˌbæk,touchback
tuqhbacks,ˈtʌtʃˌbæks,touchbacks
tuqher,ˈtʌtʃɚ,toucher
tuqhers,ˈtʌtʃɚz,touchers
tuqhhole,ˈtʌtʃˌhoʊl,touchhole
tuqhholes,ˈtʌtʃˌhoʊlz,touchholes
tuqhier,ˈtʌtʃiːɚ,touchier
tuqhiest,tuːˈʃiːəst,touchiest
tuqhily,ˈtʌtʃəliː,touchily
tuqhiness,ˈtʌʃənsɪz,touchiness
tuqhingly,ˈtʌtʃɪŋliː,touchingly
tuqhline,ˈtʌkʃən,touchline
tuqhlines,ˈtʌtʃˌlaɪnz,touchlines
tuqhmark,ˈtʌtʃˌmɑɹk,touchmark
tuqhmarks,ˈtuːtʃˌmɑɹks,touchmarks
tuqhpad,ˈtuːtʃˌpæd,touchpad
tuqhpads,ˈtuːtʃˌpædz,touchpads
tuqhscreen,tuːkˈskɹeɪn,touchscreen
tuqhscreens,tuːkˈskɹiːnz,touchscreens
tuqhstones,ˈtʌtʃˌstoʊnz,touchstones
tuqhup,ˈtuːtʃəp,touchup
tuqhups,ˈtuːtʃəps,touchups
tuqhwood,ˈtuːtʃfaʊd,touchwood
tuqhwoods,ˈtuːtʃˌfʊdz,touchwoods
turboqharger,ˈtɝboʊˌkɑɹdʒɚ,turbocharger
turboqhargers,ˈtɝboʊˌkɑɹdʒɚz,turbochargers
turmalinic,tʊɹmeɪlɪˈnɪk,tourmalinic
turnduwns,ˈtɝnˌdaʊnz,turndowns
turneying,ˈtɝniːɪŋ,tourneying
turniqets,ˈtɝnəkəts,tourniquets
turtledov,ˈtɝtəlˌdeɪt,turtledove
turtledovs,ˈtɝtəlˌdeɪvz,turtledoves
turtlehedd,ˈtɝtəlˌhɛd,turtlehead
turtlehedds,ˈtɝtəlˌhɛdz,turtleheads
turvs,tʊɹvz,turves
tussiv,ˈtʌsɪv,tussive
tuwelette,toʊˈvɛlət,towelette
tuwelettes,ˈtoʊliːəts,towelettes
tuwelings,ˈtaʊəlɪŋz,towelings
tuwerier,ˈtaʊɚiːɚ,towerier
tuweriest,ˈtoʊɚiːəst,toweriest
tuweringly,ˈtaʊɚɪŋliː,toweringly
tuwerlike,ˈtaʊɚˌlaɪk,towerlike
tuwnee,ˈtaʊniː,townee
tuwnees,ˈtaʊniːz,townees
tuwnfolk,ˈtaʊnˌfɑk,townfolk
tuwnfolks,ˈtaʊnˌfoʊks,townfolks
tuwnhall,ˈtaʊnˌhɔl,townhall
tuwnhalls,ˈtaʊnˌhɔlz,townhalls
tuwnhome,ˈtaʊnˌhoʊm,townhome
tuwnhomes,ˈtaʊnˌhoʊmz,townhomes
tuwnies,ˈtaʊniːz,townies
tuwnish,ˈtaʊnɪʃ,townish
tuwnless,ˈtaʊnləs,townless
tuwnlessness,ˈtaʊnləsnəs,townlessness
tuwnlet,ˈtaʊnlət,townlet
tuwnlets,ˈtaʊnləts,townlets
tuwnscape,ˈtaʊnˌskeɪp,townscape
tuwnscapes,ˈtaʊnˌskeɪps,townscapes
tuwnsmen,ˈtaʊnzmən,townsmen
tuwnsville,ˈtaʊnzˌvɪl,townsville
tuwnswimen,ˈtaʊnˌwoʊzmən,townswomen
tuwnswoman,ˈtaʊnˌswʊmən,townswoman
tuwnwaer,ˈtaʊnˌweɪɹ,townwear
tuwny,ˈtaʊniː,towny
twasom,ˈtwɑsəm,twasome
twasoms,ˈtwɑsəmz,twasomes
twelvmo,twɛlˈveɪmoʊ,twelvemo
twelvmonth,ˈtwɛlvəmənθ,twelvemonth
twelvmonths,ˈtwɛləvmənts,twelvemonths
twelvmos,ˌtwɛlˈveɪmoʊz,twelvemos
twelvs,twɛlvz,twelves
twentywun,ˈtwɛntiːˌoʊn,twentyone
twilihting,ˈtwaɪˌlaɪtɪŋ,twilighting
twinfluwer,ˈtwɪnˌflaʊɚ,twinflower
twinfluwers,ˈtwɪnˌflaʊɚz,twinflowers
twiniht,ˈtwaɪnɪt,twinight
twuedged,twʌdʒd,twoedged
twufer,ˈtwoʊfɚ,twofer
twufers,ˈtwoʊfɚz,twofers
twuhanded,ˈtwɑhəndəd,twohanded
twupence,ˈtwuːpəns,twopence
twupences,ˈtwuːpənsəz,twopences
